season,team,cluster_k5,label_k5,silhouette_k5,runner_up_k5,margin_k5,cluster_k7,label_k7,silhouette_k7,runner_up_k7,margin_k7,PC1,PC2,PC3,PC4,PC5,proe_early,under_center,pistol,pers_11,multi_te,two_back,empty_backfield,extra_ol,motion,no_huddle,outside_run,qb_design_run,rpo,play_action,screen,qb_out_of_pocket,time_to_throw,rb_target_share,te_target_share,n_plays,n_dropbacks
2024,ATL,3,"Shanahan wide-zone, two-back motion",0.138,"Shotgun spread, pass-first",0.285,5,"Shanahan wide-zone, two-back motion",0.058,"Shotgun spread, balanced",0.22,-0.483,-0.483,-3.833,-2.551,-0.797,-0.0659,0.2038,0.3739,0.8729,0.0943,0.04,0.0671,0.0,0.6871,0.1286,0.7732,0.0057,0.02,0.1825,0.1005,0.0688,2.5,0.1802,0.1337,700,378
2024,BAL,4,Heavy power run + QB run,0.244,Under-center play-action,0.699,6,Heavy power run + QB run,0.167,"Under-center, multi-TE play-action",0.633,-2.498,2.519,0.956,0.227,0.36,-0.0593,0.2718,0.0951,0.2808,0.4554,0.3909,0.0721,0.019,0.5009,0.0342,0.5024,0.0835,0.0304,0.3129,0.1007,0.2302,2.505,0.1561,0.2827,527,278
2024,BUF,0,"Shotgun spread, pass-first",0.258,Under-center play-action,0.52,3,Pass-first spread (early-down PROE),0.05,"Shotgun spread, balanced",0.298,1.201,-0.345,0.294,1.39,-0.131,-0.0212,0.3446,0.0524,0.6105,0.2697,0.1142,0.0918,0.1386,0.5225,0.0637,0.43,0.0206,0.0674,0.2353,0.1046,0.2059,2.45,0.1818,0.2509,534,306
2024,CAR,0,"Shotgun spread, pass-first",0.165,Under-center play-action,0.346,0,"Shotgun spread, balanced",0.106,Under-center 11p + motion (McVay-style),0.179,1.328,-1.102,0.601,-0.081,0.157,-0.0056,0.4015,0.1134,0.7361,0.2212,0.0353,0.0948,0.0855,0.4275,0.0204,0.3904,0.0019,0.0483,0.3172,0.0874,0.233,2.4,0.1762,0.1801,538,309
2024,CHI,0,"Shotgun spread, pass-first",0.064,Shotgun QB-run / RPO,0.116,0,"Shotgun spread, balanced",0.29,Shotgun QB-run / RPO,0.378,1.508,0.223,-0.314,-1.146,-2.652,-0.048,0.3446,0.0452,0.6817,0.2825,0.0113,0.0603,0.0094,0.5217,0.2411,0.5049,0.0264,0.0565,0.2613,0.171,0.2226,2.455,0.1532,0.1129,531,310
2024,CIN,0,"Shotgun spread, pass-first",0.227,Shotgun QB-run / RPO,0.279,3,Pass-first spread (early-down PROE),0.362,"Shotgun spread, balanced",0.498,2.462,0.189,-0.825,2.522,2.923,0.1107,0.1477,0.0708,0.5892,0.4062,0.0046,0.0969,0.0369,0.5031,0.0246,0.4051,0.0031,0.0492,0.2106,0.051,0.1729,2.2,0.1604,0.2707,650,451
2024,CLE,0,"Shotgun spread, pass-first",0.167,Under-center play-action,0.257,3,Pass-first spread (early-down PROE),0.149,Under-center 11p + motion (McVay-style),0.325,1.262,0.224,0.64,0.076,1.528,0.0264,0.3074,0.083,0.6731,0.2597,0.0124,0.1042,0.0601,0.47,0.0583,0.4847,0.0283,0.0459,0.2931,0.0776,0.2011,2.4,0.131,0.2552,566,348
2024,DAL,0,"Shotgun spread, pass-first",0.271,Under-center play-action,0.477,2,Under-center 11p + motion (McVay-style),0.032,Pass-first spread (early-down PROE),0.067,1.212,-0.816,-0.495,-0.292,1.117,0.002,0.3203,0.0719,0.6515,0.2036,0.1303,0.0684,0.0049,0.5261,0.0375,0.4032,0.0147,0.0293,0.2528,0.1051,0.1591,2.3,0.1101,0.2294,614,352
2024,DEN,0,"Shotgun spread, pass-first",0.085,Under-center play-action,0.135,0,"Shotgun spread, balanced",0.293,"Under-center, multi-TE play-action",0.518,0.657,-0.791,0.239,0.054,-2.168,-0.0176,0.3659,0.0697,0.607,0.2522,0.1304,0.0609,0.0765,0.3861,0.1026,0.448,0.0087,0.0522,0.3041,0.1345,0.2544,2.5,0.2441,0.1204,575,342
2024,DET,1,Under-center play-action,0.334,"Shotgun spread, pass-first",0.451,1,"Under-center, multi-TE play-action",0.204,Under-center 11p + motion (McVay-style),0.284,-2.305,-2.479,1.389,-0.097,-1.034,-0.0501,0.5539,0.0208,0.533,0.435,0.0264,0.0659,0.0678,0.6384,0.0395,0.6198,0.0,0.0264,0.3589,0.101,0.1045,2.6,0.1899,0.1977,531,287
2024,GB,0,"Shotgun spread, pass-first",0.184,Under-center play-action,0.262,0,"Shotgun spread, balanced",0.375,"Under-center, multi-TE play-action",0.5,0.396,0.24,-1.414,-0.108,-2.506,-0.1092,0.2731,0.1434,0.6228,0.3026,0.0727,0.0432,0.002,0.6719,0.0491,0.4588,0.0079,0.0884,0.2724,0.1423,0.1463,2.4,0.1765,0.2081,509,246
2024,HOU,1,Under-center play-action,0.252,"Shotgun spread, pass-first",0.718,1,"Under-center, multi-TE play-action",0.094,"Shotgun spread, balanced",0.259,-0.428,-0.988,0.805,-0.322,-0.38,-0.0067,0.4143,0.0399,0.6023,0.3594,0.0316,0.0632,0.01,0.584,0.0416,0.5502,0.0,0.03,0.2796,0.1048,0.25,2.535,0.1757,0.1949,601,372
2024,IND,2,Shotgun QB-run / RPO,0.33,"Shotgun spread, pass-first",0.553,4,Shotgun QB-run / RPO,0.222,"Shotgun spread, balanced",0.46,1.043,1.985,-0.241,-1.801,-0.954,-0.0733,0.124,0.2178,0.6952,0.3032,0.0016,0.0603,0.0016,0.4587,0.1063,0.4323,0.0635,0.0524,0.3427,0.0966,0.1558,2.4,0.1331,0.1511,630,321
2024,JAX,0,"Shotgun spread, pass-first",0.102,Under-center play-action,0.193,0,"Shotgun spread, balanced",0.108,"Under-center, multi-TE play-action",0.203,1.207,-0.405,1.181,0.758,-0.89,-0.0432,0.3316,0.0529,0.619,0.3686,0.0088,0.0459,0.03,0.3845,0.1076,0.4017,0.0071,0.0441,0.273,0.1111,0.1714,2.4,0.1587,0.2472,567,315
2024,KC,0,"Shotgun spread, pass-first",0.186,Under-center play-action,0.255,3,Pass-first spread (early-down PROE),0.331,"Under-center, multi-TE play-action",0.55,1.205,0.72,0.49,2.644,0.958,0.0549,0.2514,0.088,0.4818,0.5,0.0335,0.0726,0.0223,0.5838,0.0014,0.3071,0.0,0.0656,0.2478,0.125,0.2232,2.4,0.1462,0.3264,716,448
2024,LA,1,Under-center play-action,0.183,"Shotgun spread, pass-first",0.23,2,Under-center 11p + motion (McVay-style),0.336,"Shotgun spread, balanced",0.452,-0.665,-2.451,0.696,-3.415,0.545,-0.0123,0.5131,0.1356,0.8182,0.1618,0.0,0.0493,0.0,0.8089,0.057,0.4311,0.0046,0.0108,0.3606,0.1014,0.1662,2.6,0.1067,0.1738,649,355
2024,LAC,1,Under-center play-action,0.116,"Shanahan wide-zone, two-back motion",0.163,2,Under-center 11p + motion (McVay-style),0.317,"Under-center, multi-TE play-action",0.423,-1.447,-1.002,0.039,-1.845,3.062,0.0059,0.3255,0.1109,0.5603,0.1528,0.3379,0.1104,0.0119,0.5365,0.0272,0.4844,0.0068,0.017,0.3352,0.0597,0.1193,2.7,0.1151,0.227,589,352
2024,LV,1,Under-center play-action,0.18,"Shotgun spread, pass-first",0.256,1,"Under-center, multi-TE play-action",0.21,Pass-first spread (early-down PROE),0.298,-0.342,-0.01,2.161,1.989,1.163,0.0111,0.3284,0.0755,0.4738,0.5213,0.0,0.0656,0.0705,0.6197,0.0361,0.3333,0.0066,0.0361,0.2829,0.0784,0.2241,2.55,0.1742,0.3484,610,357
2024,MIA,3,"Shanahan wide-zone, two-back motion",0.337,Heavy power run + QB run,0.416,5,"Shanahan wide-zone, two-back motion",0.387,Heavy power run + QB run,0.485,-3.96,1.323,-4.498,1.24,-0.28,-0.0528,0.2611,0.3186,0.2824,0.3415,0.445,0.1314,0.0,0.7898,0.0361,0.5871,0.0164,0.0263,0.3054,0.1617,0.1677,2.2,0.25,0.2397,609,334
2024,MIN,1,Under-center play-action,0.311,"Shotgun spread, pass-first",0.477,2,Under-center 11p + motion (McVay-style),0.214,"Under-center, multi-TE play-action",0.381,-0.472,-1.434,1.898,-1.36,1.074,0.0377,0.4751,0.0295,0.5901,0.2886,0.1342,0.0441,0.0,0.5441,0.1048,0.4839,0.0055,0.0276,0.2714,0.08,0.1914,2.8,0.1438,0.2274,544,350
2024,NE,0,"Shotgun spread, pass-first",0.018,Under-center play-action,0.045,3,Pass-first spread (early-down PROE),-0.007,"Under-center, multi-TE play-action",0.08,0.651,0.228,1.41,2.118,0.146,-0.0194,0.3702,0.0626,0.5488,0.4383,0.0129,0.0718,0.0737,0.4972,0.0405,0.4384,0.011,0.0479,0.2413,0.1048,0.2413,2.35,0.1508,0.3294,543,315
2024,NO,4,Heavy power run + QB run,-0.064,Under-center play-action,0.131,1,"Under-center, multi-TE play-action",0.185,Heavy power run + QB run,0.148,-3.801,-0.004,0.569,1.74,-0.401,-0.0663,0.4945,0.0424,0.2417,0.5498,0.2934,0.1089,0.0166,0.5277,0.0443,0.6613,0.0074,0.0221,0.2655,0.1,0.231,2.6,0.2422,0.2617,542,290
2024,NYG,0,"Shotgun spread, pass-first",0.153,Shotgun QB-run / RPO,0.269,0,"Shotgun spread, balanced",0.355,Shotgun QB-run / RPO,0.515,1.34,-0.023,-0.218,-1.263,-1.515,-0.0463,0.346,0.062,0.6821,0.2732,0.0344,0.0773,0.0189,0.5034,0.0808,0.4305,0.0447,0.0533,0.3025,0.1296,0.2037,2.4,0.1516,0.0939,582,324
2024,NYJ,0,"Shotgun spread, pass-first",0.276,Under-center play-action,0.534,0,"Shotgun spread, balanced",0.248,Pass-first spread (early-down PROE),0.378,0.366,-0.389,-1.26,0.11,0.122,0.0141,0.2888,0.118,0.6661,0.2748,0.0528,0.0901,0.0078,0.5109,0.059,0.5959,0.0016,0.0435,0.2821,0.0856,0.1914,2.325,0.2145,0.1866,644,397
2024,PHI,2,Shotgun QB-run / RPO,0.443,"Shotgun spread, pass-first",0.596,4,Shotgun QB-run / RPO,0.413,"Shotgun spread, balanced",0.58,1.021,3.487,1.012,-1.931,-0.783,-0.0822,0.1315,0.2007,0.6522,0.3322,0.0173,0.0606,0.0052,0.4758,0.2872,0.4336,0.064,0.0554,0.266,0.0673,0.3131,2.6,0.166,0.2024,578,297
2024,PIT,1,Under-center play-action,0.259,Heavy power run + QB run,0.337,1,"Under-center, multi-TE play-action",0.232,"Shotgun spread, balanced",0.346,-1.548,0.251,1.83,0.136,-2.083,-0.0764,0.4491,0.0579,0.4875,0.4703,0.0438,0.0641,0.0328,0.4547,0.2234,0.5323,0.0281,0.0297,0.3162,0.094,0.2479,2.6,0.2696,0.215,640,351
2024,SEA,0,"Shotgun spread, pass-first",0.356,Shotgun QB-run / RPO,0.584,3,Pass-first spread (early-down PROE),0.03,"Shotgun spread, balanced",0.191,2.39,-0.548,-1.265,0.142,0.498,0.0102,0.2612,0.0429,0.7453,0.241,0.0189,0.1205,0.0138,0.5009,0.1756,0.3796,0.0138,0.0465,0.2401,0.1215,0.1186,2.4,0.1661,0.186,581,354
2024,SF,3,"Shanahan wide-zone, two-back motion",0.118,Under-center play-action,0.218,2,Under-center 11p + motion (McVay-style),0.05,"Shanahan wide-zone, two-back motion",0.096,-2.434,-1.926,-1.172,-1.025,2.073,-0.0003,0.4231,0.0626,0.3985,0.1537,0.463,0.0645,0.0152,0.7419,0.0114,0.4976,0.0038,0.0114,0.2484,0.0588,0.1765,2.55,0.1858,0.2055,527,306
2024,TB,0,"Shotgun spread, pass-first",0.203,Under-center play-action,0.32,0,"Shotgun spread, balanced",0.263,Under-center 11p + motion (McVay-style),0.374,0.055,-1.487,-1.812,0.517,-0.494,-0.0147,0.3939,0.0764,0.6705,0.25,0.0778,0.0993,0.0083,0.5811,0.0149,0.5502,0.0083,0.0215,0.227,0.1264,0.1724,2.3,0.226,0.1884,604,348
2024,TEN,1,Under-center play-action,0.16,"Shotgun spread, pass-first",0.432,1,"Under-center, multi-TE play-action",0.172,"Shotgun spread, balanced",0.463,-0.277,-0.64,0.824,0.799,-0.579,-0.0615,0.311,0.1013,0.63,0.3538,0.0217,0.0884,0.1047,0.5217,0.0126,0.4711,0.0144,0.0343,0.3131,0.1178,0.1582,2.5,0.1734,0.254,554,297
2024,WAS,2,Shotgun QB-run / RPO,0.448,"Shotgun spread, pass-first",0.56,4,Shotgun QB-run / RPO,0.454,Pass-first spread (early-down PROE),0.572,2.179,4.72,-1.327,-1.094,0.316,0.0245,0.0664,0.1845,0.5812,0.3118,0.1107,0.1218,0.0111,0.4779,0.6697,0.4826,0.0701,0.0609,0.247,0.1114,0.2349,2.4,0.1635,0.1977,542,332
2025,ARI,1,Under-center play-action,0.192,"Shotgun spread, pass-first",0.245,1,"Under-center, multi-TE play-action",0.246,Pass-first spread (early-down PROE),0.319,-0.984,0.121,2.303,2.631,1.091,0.0801,0.3779,0.031,0.4574,0.5136,0.0019,0.064,0.1841,0.5136,0.0388,0.5843,0.0116,0.0174,0.3245,0.1032,0.2006,2.5,0.1667,0.3576,516,339
2025,ATL,3,"Shanahan wide-zone, two-back motion",0.173,Heavy power run + QB run,0.232,5,"Shanahan wide-zone, two-back motion",0.228,Heavy power run + QB run,0.324,-3.226,1.426,-2.669,0.399,-1.336,-0.0591,0.2126,0.348,0.3931,0.489,0.1242,0.0267,0.0016,0.7296,0.0975,0.6426,0.0016,0.0487,0.2584,0.0927,0.118,2.5,0.2416,0.2446,636,356
2025,BAL,4,Heavy power run + QB run,0.185,Under-center play-action,0.549,6,Heavy power run + QB run,0.016,"Under-center, multi-TE play-action",0.379,-2.388,2.212,0.656,1.286,-0.518,-0.1117,0.3618,0.0727,0.2636,0.4982,0.3182,0.0345,0.0091,0.5691,0.0218,0.508,0.0382,0.0582,0.2482,0.0791,0.2374,2.4,0.163,0.3172,550,278
2025,BUF,1,Under-center play-action,0.167,"Shotgun spread, pass-first",0.433,2,Under-center 11p + motion (McVay-style),-0.017,"Under-center, multi-TE play-action",0.049,-0.442,0.111,0.646,-0.864,0.294,-0.0224,0.4765,0.0235,0.6144,0.2955,0.191,0.0955,0.0144,0.6541,0.045,0.4196,0.0252,0.0865,0.2862,0.0965,0.2508,2.7,0.1976,0.2688,555,311
2025,CAR,0,"Shotgun spread, pass-first",0.181,Under-center play-action,0.422,0,"Shotgun spread, balanced",0.211,Pass-first spread (early-down PROE),0.275,1.105,0.512,0.299,-0.397,-0.075,-0.0396,0.3716,0.0959,0.6182,0.3425,0.0394,0.089,0.012,0.5257,0.0154,0.3867,0.0086,0.1062,0.2888,0.0621,0.2857,2.5,0.1801,0.2022,584,322
2025,CHI,1,Under-center play-action,0.353,"Shotgun spread, pass-first",0.515,1,"Under-center, multi-TE play-action",0.238,Under-center 11p + motion (McVay-style),0.353,-1.365,-0.201,2.623,-1.0,-0.571,-0.0072,0.5266,0.0251,0.5188,0.4561,0.0,0.0627,0.058,0.6176,0.0298,0.4943,0.0172,0.0486,0.3911,0.1034,0.2877,2.7,0.1456,0.2215,638,358
2025,CIN,0,"Shotgun spread, pass-first",0.342,Shotgun QB-run / RPO,0.461,3,Pass-first spread (early-down PROE),0.229,"Shotgun spread, balanced",0.37,2.817,-0.798,-1.846,1.202,1.076,0.0495,0.2059,0.0363,0.628,0.3304,0.0363,0.0744,0.0121,0.5848,0.0052,0.3417,0.0017,0.1038,0.186,0.0728,0.124,2.4,0.184,0.2047,578,371
2025,CLE,1,Under-center play-action,0.237,"Shotgun spread, pass-first",0.338,1,"Under-center, multi-TE play-action",0.37,"Shotgun spread, balanced",0.557,-1.141,0.053,1.805,1.931,-0.689,-0.0445,0.4046,0.028,0.4256,0.5499,0.0245,0.0753,0.0858,0.5692,0.042,0.4134,0.0035,0.0438,0.3067,0.1118,0.2396,2.6,0.2118,0.2941,571,313
2025,DAL,1,Under-center play-action,0.156,"Shotgun spread, pass-first",0.289,2,Under-center 11p + motion (McVay-style),0.344,"Shotgun spread, balanced",0.756,-0.117,-1.401,0.412,-1.783,0.592,-0.0129,0.4123,0.0253,0.6504,0.2346,0.1402,0.052,0.0126,0.6441,0.0488,0.4375,0.0063,0.0504,0.3351,0.067,0.1823,2.6,0.1603,0.2187,635,373
2025,DEN,0,"Shotgun spread, pass-first",0.237,Shotgun QB-run / RPO,0.493,0,"Shotgun spread, balanced",0.376,Pass-first spread (early-down PROE),0.602,1.003,0.204,-0.602,-0.674,-0.638,0.0144,0.3568,0.054,0.6517,0.2322,0.1669,0.1016,0.0769,0.492,0.1248,0.551,0.0087,0.0943,0.257,0.1192,0.2664,2.6,0.1953,0.1797,689,428
2025,DET,1,Under-center play-action,0.132,"Shotgun spread, pass-first",0.182,0,"Shotgun spread, balanced",0.059,"Under-center, multi-TE play-action",0.116,-1.113,-2.853,-0.33,-0.552,-2.171,-0.0541,0.5407,0.0051,0.5576,0.3593,0.0678,0.0339,0.0864,0.6458,0.0458,0.5483,0.0017,0.0356,0.3119,0.107,0.1162,2.5,0.2211,0.1463,590,327
2025,GB,0,"Shotgun spread, pass-first",0.131,Under-center play-action,0.241,0,"Shotgun spread, balanced",0.311,"Under-center, multi-TE play-action",0.58,0.394,0.132,0.056,-0.448,-0.577,-0.0571,0.388,0.0706,0.5874,0.3604,0.0414,0.0644,0.0613,0.5936,0.069,0.4929,0.0184,0.0997,0.2684,0.0706,0.1836,2.5,0.1556,0.2127,652,354
2025,HOU,0,"Shotgun spread, pass-first",0.148,Under-center play-action,0.212,2,Under-center 11p + motion (McVay-style),0.19,"Shotgun spread, balanced",0.318,1.873,-2.186,0.101,-0.819,1.218,-0.0095,0.3905,0.0,0.7101,0.1303,0.1401,0.0472,0.1792,0.5831,0.0244,0.3875,0.0081,0.0244,0.2637,0.044,0.2088,2.3,0.1226,0.2013,614,364
2025,IND,0,"Shotgun spread, pass-first",0.172,Under-center play-action,0.283,3,Pass-first spread (early-down PROE),0.196,Under-center 11p + motion (McVay-style),0.442,1.194,0.016,0.664,0.446,1.358,0.0189,0.2816,0.0448,0.6124,0.3796,0.008,0.067,0.008,0.5662,0.0367,0.3659,0.008,0.1037,0.3315,0.0543,0.1386,2.5,0.1595,0.2883,627,368
2025,JAX,0,"Shotgun spread, pass-first",0.191,Under-center play-action,0.309,2,Under-center 11p + motion (McVay-style),0.168,"Shotgun spread, balanced",0.361,1.226,-1.186,-0.191,-0.824,1.037,0.0425,0.3877,0.0308,0.6848,0.2627,0.0399,0.0688,0.0779,0.6467,0.0543,0.4384,0.0199,0.0435,0.262,0.0783,0.1657,2.5,0.1443,0.2096,552,332
2025,KC,0,"Shotgun spread, pass-first",0.154,Shotgun QB-run / RPO,0.244,3,Pass-first spread (early-down PROE),0.303,"Shotgun spread, balanced",0.518,2.687,1.179,-0.545,2.165,0.231,0.0472,0.2179,0.0348,0.5552,0.3888,0.062,0.056,0.0318,0.5098,0.0061,0.4298,0.003,0.1498,0.2014,0.1055,0.2686,2.3,0.1437,0.2698,661,417
2025,LA,1,Under-center play-action,0.277,"Shotgun spread, pass-first",0.404,2,Under-center 11p + motion (McVay-style),0.253,"Under-center, multi-TE play-action",0.428,-0.452,-2.341,1.634,-1.0,1.399,0.0587,0.6125,0.0017,0.6125,0.3858,0.0,0.0525,0.0,0.6734,0.0575,0.4299,0.0034,0.0034,0.3733,0.0817,0.158,2.5,0.1037,0.2421,591,367
2025,LAC,0,"Shotgun spread, pass-first",0.151,Under-center play-action,0.226,2,Under-center 11p + motion (McVay-style),0.235,"Shotgun spread, balanced",0.448,0.653,-1.112,-0.879,-1.069,1.35,0.0367,0.3228,0.0423,0.5714,0.1146,0.3104,0.0529,0.0811,0.5714,0.0106,0.4461,0.0071,0.0265,0.2761,0.0789,0.2451,2.4,0.1359,0.1882,567,355
2025,LV,1,Under-center play-action,0.308,"Shotgun spread, pass-first",0.573,1,"Under-center, multi-TE play-action",0.39,Under-center 11p + motion (McVay-style),0.69,-0.596,-0.626,1.914,0.887,0.373,-0.019,0.4132,0.0415,0.5132,0.4811,0.0057,0.0491,0.0321,0.5849,0.0528,0.3493,0.0075,0.0377,0.3312,0.074,0.1576,2.6,0.1976,0.3065,530,311
2025,MIA,3,"Shanahan wide-zone, two-back motion",0.432,Heavy power run + QB run,0.585,5,"Shanahan wide-zone, two-back motion",0.479,Heavy power run + QB run,0.652,-3.867,0.362,-4.014,0.398,-0.548,-0.0412,0.305,0.2018,0.2913,0.2018,0.5619,0.0963,0.1514,0.7431,0.0206,0.6313,0.0069,0.0665,0.3617,0.1319,0.1872,2.3,0.25,0.2075,436,235
2025,MIN,1,Under-center play-action,0.144,"Shotgun spread, pass-first",0.347,0,"Shotgun spread, balanced",0.106,Under-center 11p + motion (McVay-style),0.183,-0.439,-0.844,0.23,-1.087,-0.859,-0.0232,0.5009,0.0093,0.5807,0.3135,0.1503,0.0649,0.0037,0.5659,0.0538,0.5225,0.0148,0.0594,0.3301,0.1046,0.2157,2.5,0.1748,0.187,539,306
2025,NE,1,Under-center play-action,0.243,"Shotgun spread, pass-first",0.399,2,Under-center 11p + motion (McVay-style),0.197,"Under-center, multi-TE play-action",0.376,-0.532,-1.321,1.179,-0.412,1.944,0.0388,0.4382,0.0,0.5106,0.2958,0.2377,0.0704,0.0634,0.5387,0.0123,0.4554,0.007,0.0123,0.2542,0.0424,0.2288,2.7,0.1771,0.2292,568,354
2025,NO,2,Shotgun QB-run / RPO,0.133,"Shotgun spread, pass-first",0.261,4,Shotgun QB-run / RPO,0.181,Pass-first spread (early-down PROE),0.328,2.149,1.214,-0.173,-1.022,0.672,-0.0181,0.2596,0.0399,0.7055,0.2696,0.01,0.0749,0.03,0.6572,0.2146,0.3734,0.0316,0.0782,0.2515,0.0673,0.2427,2.4,0.1509,0.2526,601,342
2025,NYG,2,Shotgun QB-run / RPO,0.266,"Shotgun spread, pass-first",0.396,4,Shotgun QB-run / RPO,0.187,"Shotgun spread, balanced",0.333,1.286,2.876,0.805,0.251,-1.948,-0.0512,0.2712,0.0782,0.5083,0.4817,0.0083,0.0498,0.005,0.387,0.2209,0.498,0.0382,0.1329,0.3046,0.0862,0.2308,2.4,0.1889,0.2148,602,325
2025,NYJ,2,Shotgun QB-run / RPO,0.031,"Shotgun spread, pass-first",0.094,0,"Shotgun spread, balanced",0.156,Shotgun QB-run / RPO,0.214,0.491,1.365,-0.735,-0.647,-1.946,-0.1224,0.3363,0.0519,0.5688,0.3093,0.14,0.0339,0.079,0.6998,0.0406,0.4133,0.0564,0.1129,0.2465,0.0837,0.2465,2.3,0.1964,0.2143,443,215
2025,PHI,2,Shotgun QB-run / RPO,0.271,"Shotgun spread, pass-first",0.43,4,Shotgun QB-run / RPO,0.253,Pass-first spread (early-down PROE),0.426,1.245,2.214,0.554,-0.863,1.385,-0.0027,0.2239,0.0718,0.6188,0.3692,0.0154,0.1094,0.041,0.5299,0.2051,0.5093,0.0274,0.0632,0.2692,0.0414,0.284,2.5,0.1285,0.2292,585,338
2025,PIT,0,"Shotgun spread, pass-first",0.139,Under-center play-action,0.186,3,Pass-first spread (early-down PROE),0.034,"Shotgun spread, balanced",0.107,-0.127,-0.086,-1.178,3.711,-0.801,-0.0044,0.3506,0.026,0.4724,0.4919,0.0438,0.1477,0.2127,0.5925,0.0731,0.5415,0.0,0.0828,0.2314,0.146,0.1928,2.4,0.2585,0.2677,616,363
2025,SEA,1,Under-center play-action,0.305,"Shotgun spread, pass-first",0.519,1,"Under-center, multi-TE play-action",0.214,Under-center 11p + motion (McVay-style),0.383,-1.9,-0.34,0.621,0.251,0.823,-0.0505,0.5671,0.0361,0.3687,0.4629,0.2244,0.1062,0.01,0.5852,0.0601,0.4934,0.006,0.0301,0.291,0.0746,0.2164,2.5,0.1224,0.2278,499,268
2025,SF,3,"Shanahan wide-zone, two-back motion",0.331,Under-center play-action,0.514,5,"Shanahan wide-zone, two-back motion",0.212,Under-center 11p + motion (McVay-style),0.403,-3.311,-2.215,-2.208,-0.495,1.236,0.0059,0.4839,0.0255,0.3599,0.1647,0.5348,0.0781,0.0,0.747,0.0255,0.4569,0.0068,0.0068,0.2857,0.0612,0.1545,2.6,0.3311,0.2241,589,343
2025,TB,0,"Shotgun spread, pass-first",0.318,Under-center play-action,0.431,0,"Shotgun spread, balanced",0.322,Pass-first spread (early-down PROE),0.427,1.691,-1.094,-1.986,-0.255,-1.558,-0.0349,0.3881,0.0426,0.6575,0.2664,0.0639,0.0578,0.0167,0.6545,0.0518,0.4256,0.003,0.0883,0.2192,0.126,0.2219,2.3,0.1803,0.1541,657,365
2025,TEN,0,"Shotgun spread, pass-first",0.212,Under-center play-action,0.375,0,"Shotgun spread, balanced",0.296,Pass-first spread (early-down PROE),0.496,1.154,-0.026,0.374,0.642,-1.487,-0.0346,0.3627,0.0258,0.633,0.324,0.0429,0.0751,0.1309,0.5322,0.03,0.4898,0.0086,0.1223,0.2906,0.1434,0.2226,2.5,0.1518,0.2411,466,265
2025,WAS,2,Shotgun QB-run / RPO,0.451,Heavy power run + QB run,0.548,4,Shotgun QB-run / RPO,0.439,Heavy power run + QB run,0.536,1.031,4.632,0.478,-1.991,-0.356,-0.0407,0.1477,0.197,0.5606,0.3939,0.0265,0.0701,0.1098,0.6212,0.6269,0.4507,0.0473,0.0682,0.3069,0.0897,0.2552,2.5,0.1082,0.2424,528,290
